id,features
2980,"[-1.0250906944274902, -0.4340502619743347, 0.9186831712722778, 1.1510660648345947, -0.1429147869348526, -2.446061611175537, 0.7848349213600159, -0.16513578593730927, -0.258369505405426, 0.45355167984962463]"
2990,"[-0.5727447271347046, -0.6185486316680908, 1.255254864692688, 0.1744532436132431, -1.1652878522872925, -2.1392571926116943, 0.9824032187461853, 1.3670954704284668, -0.6985262036323547, 1.4021501541137695]"
3000,"[-0.2703994810581207, 0.027028165757656097, 0.7969662547111511, 0.48178336024284363, -0.26092803478240967, -2.125134229660034, 1.4069284200668335, -0.3464905619621277, -0.6462556719779968, 1.9166336059570312]"
3010,"[-0.31106048822402954, -0.4050729274749756, 0.15796470642089844, 0.14470210671424866, -0.4116726219654083, -2.739921808242798, 1.9719045162200928, -0.0945921316742897, -0.8251664638519287, 0.6444894075393677]"
3020,"[-1.062420129776001, 0.012930339202284813, 0.7696710228919983, 0.2016144096851349, -0.7728792428970337, -2.1496708393096924, 1.5039057731628418, 0.5862516164779663, -0.3725709319114685, 1.2660144567489624]"
3030,"[-0.8487904071807861, -0.5723752975463867, 0.8773755431175232, 0.4510355591773987, 1.099665641784668, -3.0760598182678223, 0.6886279582977295, 0.17012013494968414, -0.39791589975357056, 0.7584230303764343]"
3040,"[0.35236895084381104, 0.14338912069797516, -0.9908440709114075, 0.5699225664138794, -0.656585693359375, -3.1407124996185303, 2.0784757137298584, 0.30604299902915955, 0.22283992171287537, 2.226065158843994]"
3050,"[-0.8510801196098328, -0.4306116998195648, -0.03180663660168648, 0.12848559021949768, 0.2886825203895569, -2.7546868324279785, 1.3764920234680176, 0.15871036052703857, -1.1923967599868774, 1.1811224222183228]"
3060,"[-0.5672746896743774, -0.20798759162425995, 1.1748343706130981, 1.6123026609420776, 0.6006377935409546, -2.0715863704681396, 1.5439447164535522, 0.007046826649457216, -0.3027198910713196, 1.1688309907913208]"
3070,"[-0.5397695302963257, -0.4093111753463745, 1.5348289012908936, -0.1131795346736908, -0.20304952561855316, -1.7021174430847168, 1.4369540214538574, -0.8333505392074585, -0.6827208399772644, 1.7183595895767212]"
3080,"[-0.5218909978866577, 0.8462859988212585, 0.5839417576789856, 0.3599773645401001, -1.0678002834320068, -2.595214366912842, 1.0435447692871094, 0.35665830969810486, -1.2944707870483398, 1.3914895057678223]"
3090,"[-0.06554286926984787, -0.5651292204856873, -0.20525239408016205, 0.9679390788078308, -0.5826993584632874, -2.2105963230133057, 0.7419394254684448, 0.08971281349658966, -1.6489613056182861, 2.2534825801849365]"
3100,"[-1.010900855064392, 0.4796391427516937, 0.9264983534812927, 1.0110138654708862, -0.08690888434648514, -2.2398781776428223, 1.6356351375579834, 0.8976436853408813, -0.16942250728607178, 1.2364156246185303]"
3110,"[-0.21404455602169037, 0.06497948616743088, 1.202275037765503, 0.11833477765321732, -1.185518741607666, -2.0684149265289307, 1.3718074560165405, -0.2294672280550003, -0.6988182067871094, 1.2552329301834106]"
3120,"[-0.6835539937019348, -1.7720396518707275, 0.24616798758506775, 0.18990524113178253, 0.40861013531684875, -3.206940174102783, 1.2149640321731567, -0.17679695785045624, 0.21179933845996857, 2.1303343772888184]"
3130,"[-0.05989154800772667, -0.08005226403474808, -0.7151442766189575, 0.3872887194156647, -0.4063784182071686, -2.91717529296875, 1.83350670337677, 0.8188151717185974, 0.5931392312049866, 1.6668235063552856]"
3140,"[-1.495888590812683, -1.0730310678482056, 0.4304453134536743, 1.4824174642562866, 0.18363693356513977, -2.442164897918701, 1.62593412399292, 0.3619927763938904, -0.028983591124415398, 1.1278067827224731]"
3150,"[-1.46658456325531, 1.136117935180664, 0.004419301636517048, 1.0320953130722046, 0.24248573184013367, -3.194706439971924, 0.912031352519989, 0.20889434218406677, 0.36855679750442505, 0.3970322012901306]"
3160,"[-0.6475715637207031, -0.3438902795314789, -0.7865148186683655, 0.7966864705085754, 0.4617582857608795, -3.28005313873291, 0.7925768494606018, -0.13666631281375885, -0.6404274106025696, 1.3438562154769897]"
3170,"[-1.1664094924926758, -1.0173118114471436, 0.29523035883903503, 0.709279477596283, -1.2087124586105347, -2.378096103668213, 1.2404861450195312, 0.636298418045044, -0.004456861410290003, 1.3417775630950928]"
3180,"[-0.07349636405706406, 0.33113136887550354, 0.7692367434501648, -0.004587807226926088, -1.0155147314071655, -2.347992181777954, 1.1544066667556763, 0.05706105753779411, -0.6052553057670593, 1.1817529201507568]"
3190,"[-1.750219702720642, -0.2877967655658722, -0.38770774006843567, 0.3881674110889435, -0.024024974554777145, -1.5064003467559814, 2.90946364402771, -0.06627988815307617, 0.3399730920791626, 1.6249089241027832]"
3200,"[-0.2285517454147339, -0.4499470591545105, 1.343560814857483, 0.47123366594314575, -0.5947452783584595, -2.0975341796875, 1.1347410678863525, 0.3245033919811249, -1.3039172887802124, 1.3513092994689941]"
3210,"[-0.2042873352766037, 0.38658013939857483, 1.2399085760116577, 0.93791663646698, -0.2579433023929596, -2.594297409057617, 1.8207881450653076, 0.41922521591186523, -0.7927224636077881, 0.922534704208374]"
3220,"[-0.7375137805938721, 0.4919080138206482, 1.414562702178955, 0.14794321358203888, 0.35113242268562317, -1.99741792678833, 1.1191045045852661, 0.050672747194767, -0.06199638545513153, 1.5652958154678345]"
3230,"[-1.1682146787643433, -0.2974860966205597, 0.1502671241760254, 0.8447768688201904, 0.17621512711048126, -2.9633495807647705, 1.5225292444229126, -0.4438159763813019, -1.0776714086532593, 0.6475268006324768]"
3240,"[-0.10056985914707184, 0.8045791983604431, 0.9773308038711548, 0.6291638612747192, -0.5477190017700195, -2.0449066162109375, 1.409923791885376, 0.28578993678092957, 0.19363699853420258, 1.5188370943069458]"
3250,"[-0.3646618127822876, 0.3249296247959137, 0.3378978669643402, 0.10327647626399994, -0.7799674868583679, -2.3843743801116943, 1.4136371612548828, -0.2173873335123062, 0.19558390974998474, 1.5288519859313965]"
3260,"[-0.8487365245819092, -0.27156198024749756, 0.0853653997182846, 0.47618579864501953, -0.689419686794281, -2.7650344371795654, 1.2617496252059937, 0.6416969895362854, -0.12252870202064514, 1.3742681741714478]"
3270,"[-1.329007863998413, -0.27881500124931335, 0.6158069372177124, 0.44073742628097534, -0.931174099445343, -1.9990761280059814, 1.205741286277771, -0.7917677760124207, -0.047647010535001755, 2.094001531600952]"
3280,"[-0.21055364608764648, 0.21555358171463013, 0.5168381333351135, -0.44609782099723816, -0.26937955617904663, -2.2961738109588623, 1.4966340065002441, 0.007230333983898163, -0.2214779406785965, 1.761474847793579]"
3290,"[-0.19023442268371582, 0.2302735298871994, 0.03684733808040619, -0.986457347869873, -0.11419149488210678, -2.5479509830474854, 1.8970321416854858, -0.4588012099266052, 0.3430481553077698, 1.8003414869308472]"
3300,"[-0.34587031602859497, -0.009892557747662067, 0.5234093070030212, 0.9448539614677429, -0.8737878203392029, -2.5395708084106445, 1.2893198728561401, 1.2089661359786987, -0.6683798432350159, 1.6211259365081787]"
3310,"[0.18604843318462372, -0.1650541126728058, 0.6189395785331726, 0.7128937244415283, -1.0747888088226318, -2.709345579147339, 1.6482664346694946, 1.29814612865448, -0.4527708888053894, 1.0792958736419678]"
3320,"[-1.0288068056106567, -0.9445195198059082, 0.35575637221336365, 1.2467625141143799, -0.22677329182624817, -2.3032114505767822, 1.2846890687942505, -0.31495311856269836, -0.4048159420490265, 1.6032594442367554]"
3330,"[-0.792039155960083, -1.5467594861984253, 1.2549567222595215, 1.5103930234909058, 0.43119093775749207, -2.1089675426483154, 1.7069634199142456, 0.6293389797210693, 0.9369184970855713, 0.7261901497840881]"
3340,"[-1.5378881692886353, -0.36806535720825195, 0.3020457327365875, 0.9019238352775574, -0.4677693545818329, -2.7801480293273926, 1.6503522396087646, -0.17458373308181763, 0.3928564190864563, 0.8243540525436401]"
3350,"[-0.9199727177619934, 0.9605401158332825, 0.7229180932044983, -0.4962507486343384, 0.14251454174518585, -2.542754650115967, 1.6729271411895752, 0.03692347928881645, -0.9117271900177002, 1.5056484937667847]"
3360,"[-1.7978172302246094, -0.37410110235214233, 0.05765124410390854, 1.25826096534729, -0.18320509791374207, -2.1764490604400635, 0.668224573135376, 0.7461265325546265, 0.0035816228482872248, 1.398227334022522]"
3370,"[-0.2514421045780182, -0.4886108636856079, 1.1276508569717407, -0.42957136034965515, 0.2087993174791336, -2.761457920074463, 0.9528964757919312, -0.2777072787284851, -0.3964575529098511, 1.2212876081466675]"
3380,"[-0.9524086117744446, 0.014394660480320454, 1.0217883586883545, 0.5473302006721497, -1.057888388633728, -2.1731581687927246, 0.8147155046463013, 0.31837916374206543, -0.8977739214897156, 0.9964627623558044]"
3390,"[-0.6887959837913513, 0.19559402763843536, 1.3675427436828613, 0.9711863398551941, -0.7694948315620422, -2.0149357318878174, 1.3771175146102905, 0.33610352873802185, -0.9517390727996826, 1.0768427848815918]"
3400,"[-0.9956806898117065, -0.17576538026332855, 0.26433637738227844, 1.1932651996612549, -0.48878785967826843, -2.849215269088745, 1.662217378616333, 0.5867241024971008, -0.2708791196346283, 1.3158611059188843]"
3410,"[-0.8544565439224243, 0.5046032667160034, 0.7138607501983643, 0.18456512689590454, -0.28181812167167664, -1.9308892488479614, 0.8968492150306702, 0.6321146488189697, -1.241758108139038, 0.9292660355567932]"
3420,"[-1.167925238609314, 0.6075303554534912, 0.7474003434181213, 0.8853438496589661, 0.3282148241996765, -2.461669445037842, 2.0532591342926025, 0.7298939228057861, 0.13775105774402618, 0.8755683898925781]"
3430,"[-0.8261362314224243, -0.13412657380104065, 1.0100106000900269, 1.012778878211975, -0.4696316421031952, -2.1530041694641113, 0.912369966506958, 0.0582304373383522, -0.028478048741817474, 0.8482243418693542]"
3440,"[-0.9401492476463318, -0.8333824276924133, 0.26705557107925415, 1.177241325378418, -1.9939264059066772, -2.1268463134765625, 2.863973617553711, -0.40000712871551514, -0.18594510853290558, 1.0082985162734985]"
3450,"[-0.8532246351242065, 0.25549590587615967, -0.24559490382671356, 0.5734054446220398, -0.9746188521385193, -2.9940624237060547, 1.427333950996399, -0.2923886477947235, 0.6538184881210327, 1.3028453588485718]"
3460,"[-0.27236413955688477, 0.6726841926574707, 0.8888647556304932, -0.007012395188212395, -0.4073682725429535, -2.4970293045043945, 1.6650186777114868, 0.6141002774238586, -0.8002697825431824, 0.10096611827611923]"
3470,"[-1.193508267402649, -0.24441872537136078, 1.3129538297653198, 0.3962111175060272, -0.822865903377533, -2.5054166316986084, 1.0461957454681396, 0.4459855556488037, -0.2806713283061981, 1.4722012281417847]"
3480,"[-0.7993850708007812, -1.064263105392456, -0.5626807808876038, 2.6806557178497314, 0.27498337626457214, -2.2884044647216797, 0.25552958250045776, 0.23050682246685028, -1.6990455389022827, 1.7780542373657227]"
3490,"[-0.6696062088012695, 0.4608536958694458, 1.0900999307632446, 0.26959365606307983, -0.34174230694770813, -2.2330493927001953, 1.0996243953704834, 0.48086801171302795, -0.6266400814056396, 0.9514499306678772]"
3500,"[-0.3382585346698761, -1.0591713190078735, 0.9453208446502686, 0.588787317276001, -1.230757236480713, -2.6155292987823486, 1.6028245687484741, 0.39780277013778687, -0.2878493666648865, 0.8138159513473511]"
3510,"[-0.8668321967124939, -1.213541865348816, 0.5743982195854187, 1.8194823265075684, 0.9075592756271362, -1.5145728588104248, 1.7675381898880005, 0.41402876377105713, -1.2592803239822388, 1.1770268678665161]"
3520,"[-0.6962956786155701, 0.23689350485801697, 0.7698310613632202, 0.808832585811615, -0.7073565721511841, -2.3956804275512695, 1.305624008178711, 0.27868619561195374, -0.3335731625556946, 1.636885404586792]"
3530,"[-0.6690892577171326, -1.0644031763076782, -0.49213647842407227, 1.8795360326766968, 0.05537422373890877, -2.8885672092437744, 1.8520967960357666, 0.4131610691547394, 0.8482235670089722, 0.7342123985290527]"
3540,"[-0.9912009835243225, 0.35815122723579407, 0.1337151676416397, 0.947278618812561, -0.2389940321445465, -3.147054672241211, 1.7447912693023682, 0.10724520683288574, 0.14056791365146637, 1.0740084648132324]"
3550,"[-0.6551809310913086, 0.5743646621704102, 0.38893240690231323, 0.6130460500717163, -0.36717239022254944, -2.1497020721435547, 1.831626296043396, 0.2596348822116852, -0.710724413394928, 1.0179494619369507]"
3560,"[-1.3221615552902222, 0.01313589047640562, 0.45039111375808716, 0.792068362236023, 0.017189009115099907, -2.751512289047241, 1.7220672369003296, 0.7635716199874878, -0.13822756707668304, 1.1634445190429688]"
3570,"[-0.4726802110671997, -0.9210385084152222, 0.8552796840667725, 0.6121183037757874, 0.1811360865831375, -1.4228190183639526, -0.28068283200263977, 0.2829442322254181, -2.7966537475585938, 1.736421823501587]"
3580,"[-1.2793952226638794, -0.6981751322746277, 0.43429669737815857, 0.6087116599082947, 1.0942964553833008, -2.3284530639648438, 2.7989015579223633, 0.28348955512046814, 0.47827669978141785, 1.0681514739990234]"
3590,"[-0.8242288827896118, 0.5272794961929321, 0.4764394760131836, 0.714413583278656, -0.3129466474056244, -2.859879493713379, 1.8408050537109375, 0.5573655366897583, -0.5445370078086853, 1.1486659049987793]"
3600,"[-1.2763961553573608, -0.3728157579898834, 0.4918578267097473, 1.2301265001296997, -0.8006196618080139, -2.7705981731414795, 1.0092655420303345, 0.0695408284664154, -0.18442970514297485, 0.46586647629737854]"
3610,"[-1.121860146522522, -0.017592523247003555, -1.76937997341156, 0.9852855801582336, 0.01720499061048031, -1.7579677104949951, 2.6224560737609863, -0.7285405993461609, 0.5273327231407166, 1.2161736488342285]"
3620,"[-0.567803144454956, -0.33547326922416687, -0.2539464831352234, 0.2523824870586395, -1.0639841556549072, -2.5528507232666016, 1.3151360750198364, 0.26684093475341797, 0.047451604157686234, 1.28058922290802]"
3630,"[-0.7878651022911072, 0.3702112138271332, 0.09757958352565765, 0.18929241597652435, -0.39892441034317017, -2.4087493419647217, 1.7146003246307373, -0.19790180027484894, -0.4723339080810547, 1.4591504335403442]"
3640,"[-1.0993026494979858, -0.4067694842815399, 0.6306531429290771, 1.8382644653320312, -0.4232681095600128, -2.69170880317688, 1.3567209243774414, 0.11509041488170624, -0.12903286516666412, 0.9362100958824158]"
3650,"[-0.977409839630127, -0.04927453771233559, -0.0804431214928627, 0.7897401452064514, -1.1918963193893433, -2.9228148460388184, 1.3180564641952515, 0.42890435457229614, 0.08406458795070648, 1.5299545526504517]"
3660,"[-0.9413449168205261, -0.3097253143787384, 0.5650574564933777, 1.0903476476669312, -1.226804256439209, -2.1160640716552734, 1.1340984106063843, 0.6874122619628906, -1.0380926132202148, 1.3257075548171997]"
3670,"[-0.957346498966217, -0.15494251251220703, 0.6373804211616516, 1.8151284456253052, -0.2692647874355316, -1.9543323516845703, 1.8483859300613403, -0.2598314881324768, -0.3412615954875946, 0.8319010734558105]"
3680,"[-0.6203131079673767, -0.382184237241745, 1.1572966575622559, 1.0850180387496948, 0.0912652313709259, -1.8406658172607422, 1.6200674772262573, 0.8447420597076416, -0.23758278787136078, 1.8562167882919312]"
3690,"[-0.8202487826347351, 0.2612948715686798, 0.3529987633228302, 0.1943667083978653, -0.04202572628855705, -1.9451851844787598, 1.8219857215881348, 0.23704774677753448, -0.07035934925079346, 1.2391680479049683]"
3700,"[-0.7830804586410522, -0.07228080928325653, 0.06135908514261246, 0.9915092587471008, -0.8524542450904846, -2.6378731727600098, 1.8688634634017944, 0.9694269895553589, 0.4796501100063324, 0.7956438064575195]"
3710,"[-1.0425925254821777, 0.9369277358055115, -0.2572956681251526, 0.015143812634050846, -0.5761318206787109, -2.2783446311950684, 2.6088342666625977, -0.030063703656196594, -0.6187313795089722, 0.97414630651474]"
3720,"[-0.43237078189849854, 0.4452320337295532, 0.930007815361023, 0.8409249782562256, -0.6745572090148926, -2.574586868286133, 1.224197268486023, -0.34449344873428345, -0.4010736346244812, 0.36472564935684204]"
3730,"[-0.7851749062538147, -0.5073423385620117, 0.03981894254684448, 1.0631498098373413, -0.6159639954566956, -2.6256022453308105, 1.1868526935577393, 0.3033945858478546, -0.4440479874610901, 0.20886187255382538]"
3740,"[-1.4789637327194214, -0.060146547853946686, 1.015579342842102, 0.7398092150688171, -0.40030527114868164, -2.3648691177368164, 1.737230658531189, -0.09631182253360748, 0.24732159078121185, 1.4083027839660645]"
3750,"[-0.01532356534153223, 0.8092033267021179, 1.4526302814483643, 1.002872347831726, 0.9042519927024841, -2.092040538787842, 0.7133777737617493, 1.0963034629821777, -0.8375481963157654, 0.7044630646705627]"
3760,"[-1.2317031621932983, 0.2770501375198364, -0.07288660109043121, 1.375846028327942, -0.7791951894760132, -2.173422336578369, 1.4429625272750854, -0.06199105456471443, -1.3064943552017212, 0.529868483543396]"
3770,"[-0.7239514589309692, -0.3049052357673645, 1.1794140338897705, 0.6970223784446716, -0.854969322681427, -2.2887845039367676, 1.3467711210250854, 0.25127989053726196, -0.9169115424156189, 1.5017740726470947]"
3780,"[-0.9284493923187256, 0.4072072207927704, 0.3709911108016968, 1.2457287311553955, 0.1410670131444931, -2.913325786590576, 1.7587472200393677, -0.20437924563884735, -0.6006219387054443, 1.2785420417785645]"
3790,"[-0.701058030128479, 0.5198632478713989, 1.3201541900634766, 0.3421940505504608, -0.637184739112854, -1.5160690546035767, 2.511549234390259, -0.15396460890769958, -0.9377846121788025, 1.367580533027649]"
3800,"[-0.716280996799469, 0.17069093883037567, 0.0800183042883873, 0.13549856841564178, 0.19475914537906647, -2.469024181365967, 2.7787704467773438, -0.5435836911201477, 0.24371394515037537, 0.21715779602527618]"
3810,"[-1.205082893371582, -0.17172366380691528, 0.4536837339401245, 1.1335103511810303, -0.32198959589004517, -3.066829204559326, 1.0381205081939697, 0.15037259459495544, 0.13262948393821716, 0.5354010462760925]"
3820,"[-1.344485878944397, -0.5411949157714844, 0.3131447732448578, 1.643611192703247, -0.38401103019714355, -2.395317554473877, 1.99517023563385, -0.43388310074806213, -0.9432229399681091, 1.8317962884902954]"
3830,"[-0.1933988332748413, 0.5463277697563171, 1.2054963111877441, 0.008196008391678333, -0.09813110530376434, -2.2835330963134766, 2.086294651031494, 0.5634855628013611, 0.3099944591522217, 1.3374336957931519]"
3840,"[-1.7694554328918457, 1.0680323839187622, -0.1362038105726242, 1.4290753602981567, 0.5749794244766235, -2.5072033405303955, 0.7058560848236084, 0.8252822160720825, 0.1526353359222412, 1.4551725387573242]"
3850,"[-0.8327782154083252, 0.09519223123788834, 0.5070628523826599, 0.686607837677002, 0.026730351150035858, -2.501319169998169, 2.204228639602661, 0.2166939228773117, -0.1468501091003418, 1.1056268215179443]"
3860,"[-0.5588898062705994, -0.30579620599746704, 0.17914485931396484, 1.423013687133789, -0.652826189994812, -2.3708386421203613, 2.268575429916382, 0.48914146423339844, -0.03449071943759918, 0.8301429748535156]"
3870,"[-1.6564295291900635, -0.1666153520345688, 1.0946916341781616, 1.6301462650299072, -1.1207352876663208, -1.6058307886123657, 2.0165865421295166, -0.30247339606285095, -0.28454795479774475, 1.5738290548324585]"
3880,"[0.15616445243358612, 0.30445370078086853, 0.08952479809522629, 0.01501375250518322, -0.8428833484649658, -2.500882148742676, 1.4079891443252563, 0.47617343068122864, 1.1034549474716187, 1.6449329853057861]"
3890,"[-1.4519593715667725, 0.5361380577087402, -0.08471899479627609, 0.5064262747764587, -0.3170322775840759, -2.546090602874756, 2.2709429264068604, -0.06040270999073982, 0.2759849429130554, 1.5749218463897705]"
3900,"[-1.557995080947876, -0.31841322779655457, 0.8238056898117065, 0.8631690144538879, -0.5631828904151917, -2.496673345565796, 1.1509279012680054, 0.01814834401011467, 0.6229097843170166, 1.8060564994812012]"
3910,"[-0.6084710359573364, -0.14460881054401398, 1.0367106199264526, 0.5464127659797668, -1.326696515083313, -2.265326738357544, 1.1254512071609497, 0.30540454387664795, -0.8023051619529724, 1.2795965671539307]"
3920,"[-0.8667216300964355, 0.39538201689720154, -0.1743793785572052, 1.083825707435608, -0.3505142331123352, -2.93658709526062, 2.062364101409912, -0.6682834625244141, -0.6893054246902466, 1.0294076204299927]"
3930,"[-0.8201174736022949, -0.09110265225172043, 0.917498767375946, 1.3248960971832275, -0.5719300508499146, -2.4648630619049072, 1.3228813409805298, 0.31308069825172424, -0.7258918881416321, 1.0012857913970947]"
3940,"[-0.815251350402832, 0.2311779111623764, 1.0822371244430542, 0.6175453066825867, -1.1057755947113037, -2.339057207107544, 1.2048009634017944, 0.3884557783603668, -0.8306425213813782, 0.8628320097923279]"
3950,"[-1.1400682926177979, -0.21468737721443176, -0.2725224792957306, 1.0686159133911133, 1.0721162557601929, -2.112912654876709, 1.5867576599121094, 0.31020990014076233, -0.31853756308555603, 1.2167528867721558]"
3960,"[-2.182234764099121, 0.8698980808258057, 0.15695245563983917, 2.1849067211151123, -0.3085572123527527, -2.509779453277588, 0.6768613457679749, 0.3077414035797119, 1.2681976556777954, 0.3025261163711548]"
3970,"[-0.9765141606330872, 0.33305230736732483, -0.5965348482131958, 0.9341890811920166, -0.45769551396369934, -2.102773427963257, 1.9019429683685303, 0.12432864308357239, -0.2240997552871704, 1.8456768989562988]"
3980,"[-0.6103513836860657, 0.3015400171279907, -0.1317746937274933, -0.024958886206150055, -0.5482025742530823, -2.949558973312378, 1.358709692955017, -0.11646153777837753, -0.12312796711921692, 1.3272794485092163]"
3990,"[-0.652855396270752, 0.22131536900997162, 0.0016182021936401725, 1.1050150394439697, -0.3024292588233948, -2.780815362930298, 1.5581138134002686, 0.34132352471351624, -0.7411394715309143, 1.2618770599365234]"
4000,"[-0.5787208676338196, 0.3667856454849243, -0.4260871708393097, 0.3735947608947754, -0.889404296875, -3.3512847423553467, 1.0760425329208374, -0.9021039009094238, -0.7100309133529663, 0.8623249530792236]"
4010,"[-0.8728039264678955, 1.0470209121704102, 0.5986536145210266, 0.715745747089386, 0.5105172991752625, -2.2503795623779297, 1.6627212762832642, -0.02025544084608555, -0.5471369028091431, 0.7698960304260254]"
4020,"[-0.5783824324607849, 0.21272510290145874, 0.3349578380584717, 1.4455565214157104, -0.7978489995002747, -2.2627944946289062, 0.895127534866333, 0.34600675106048584, -0.8722458481788635, 1.6261286735534668]"
4030,"[-1.3891469240188599, 0.6578502058982849, 0.16822569072246552, 0.3780459761619568, -1.0157012939453125, -1.871852993965149, 2.1261935234069824, 0.061261136084795, 0.021067721769213676, 0.1555721014738083]"
4040,"[-0.6054118871688843, 0.22997069358825684, 0.9242960810661316, 0.3129202127456665, -0.6973956823348999, -2.3691182136535645, 1.1317424774169922, 0.15673866868019104, -0.552243709564209, 1.816529631614685]"
4050,"[-0.8180315494537354, 0.46736645698547363, -0.29222631454467773, 1.50059175491333, -0.8244661092758179, -2.7574143409729004, 1.5858885049819946, 0.4625076651573181, -0.5565110445022583, 1.2029796838760376]"
4060,"[-0.924516499042511, 0.5280474424362183, -0.07544565200805664, 1.0489354133605957, 0.03973466157913208, -2.6025643348693848, 1.9389567375183105, 0.11223349720239639, -0.0789828822016716, 1.074354887008667]"
4070,"[-0.0027801403775811195, -0.06707782298326492, 0.638975203037262, -0.04897842928767204, -0.4832768142223358, -2.477854013442993, 2.027496814727783, 0.3341270089149475, -0.8514611721038818, 1.0416208505630493]"
4080,"[-1.521138072013855, -0.9884108901023865, 0.5229610800743103, 0.02024303376674652, -0.8988332152366638, -2.7075817584991455, 1.6323437690734863, -0.34720703959465027, 0.3238203823566437, 1.0076425075531006]"
4090,"[0.21749308705329895, -0.5051496624946594, 1.5037875175476074, 1.1581320762634277, -1.2834125757217407, -2.057623863220215, 0.982189416885376, 0.38164448738098145, -0.1876281052827835, 2.071586847305298]"
4100,"[-1.3925334215164185, 0.0036738908383995295, 0.15630769729614258, 2.2319726943969727, -0.3067518174648285, -2.586002826690674, 1.2664539813995361, 0.8999608159065247, 0.001853378489613533, 0.7553073763847351]"
4110,"[-0.2651408016681671, 0.29634788632392883, 2.2451553344726562, 1.6994012594223022, -0.029792793095111847, -2.594362258911133, -1.3171306848526, -0.1448642760515213, -0.4681491255760193, 1.2778867483139038]"
4120,"[-1.439890742301941, 0.2882370054721832, 0.3830466568470001, 0.5572904348373413, -0.8552262783050537, -2.6430275440216064, 1.134381651878357, -0.19717547297477722, 0.8269569277763367, 0.399071604013443]"
4130,"[-0.7374769449234009, -0.33212000131607056, 0.5425606966018677, 1.0557807683944702, -0.6240854263305664, -2.647930860519409, 1.2649246454238892, -0.10958560556173325, -0.5299892425537109, 1.1692161560058594]"
4140,"[-0.48523226380348206, -0.27581632137298584, 0.15902024507522583, 0.8450449109077454, -1.1963229179382324, -2.8555312156677246, 1.0962841510772705, 0.25530800223350525, 0.3519859313964844, 1.327409267425537]"
4150,"[-0.43810197710990906, 0.09941202402114868, 0.020390095189213753, 0.8973277807235718, -0.8027449250221252, -2.626485824584961, 1.5594455003738403, -0.13387656211853027, 0.1994878351688385, 0.8305472731590271]"
4160,"[-0.9655771851539612, 0.43472832441329956, -0.12242274731397629, 0.4934166669845581, -0.08546905219554901, -2.0989084243774414, 1.6005243062973022, 0.306735634803772, -0.8912535905838013, -0.012545565143227577]"
4170,"[0.24742431938648224, -0.49034348130226135, 1.0139641761779785, 1.2671352624893188, -0.44091734290122986, -2.6336910724639893, 0.6347099542617798, 1.2567261457443237, 0.06734351068735123, 0.8375466465950012]"
4180,"[-0.3864091634750366, 0.31105273962020874, 0.10245814174413681, 0.6670289635658264, -0.8018578886985779, -2.444742202758789, 2.0127437114715576, -0.27025848627090454, -0.7157816290855408, 0.5440124869346619]"
4190,"[-0.6892315149307251, -1.410460352897644, 0.057838890701532364, 1.2300523519515991, 0.3973080515861511, -2.6811609268188477, 1.3081669807434082, 0.3522054851055145, -0.3780977427959442, 0.24290317296981812]"
4200,"[-0.7250043153762817, -0.0029698354192078114, 0.35454031825065613, 0.2541362941265106, -0.05770110711455345, -2.787153959274292, 2.4904286861419678, -0.17805103957653046, 0.032280225306749344, 0.48977231979370117]"
4210,"[-0.6024603247642517, -0.6431720852851868, 0.07724311947822571, 0.7095728516578674, 0.12250413000583649, -2.761113166809082, 2.335364580154419, -0.18140165507793427, -1.069344401359558, 1.0713930130004883]"
4220,"[-1.0522973537445068, 0.344809353351593, 0.6942323446273804, 1.0915971994400024, -0.7624043822288513, -2.083951473236084, 1.5834975242614746, -0.9808736443519592, -0.23125584423542023, 1.3501782417297363]"
4230,"[-1.0945011377334595, -0.4311731159687042, 1.3962082862854004, 1.7474291324615479, -0.2563706934452057, -2.0338473320007324, 1.3800560235977173, 0.8089501261711121, 1.343196153640747, 1.3684808015823364]"
4240,"[-1.1495767831802368, -0.6194764971733093, 0.06939608603715897, 1.2605359554290771, -0.5197730660438538, -2.851825475692749, 1.3512548208236694, 0.2731850743293762, -0.1862500160932541, 0.16862410306930542]"
4250,"[-1.2662769556045532, -0.8826809525489807, 0.20115500688552856, 1.752731442451477, -0.4159233570098877, -2.4742825031280518, 1.9109184741973877, -0.2749052047729492, -0.015400450676679611, 0.7246809005737305]"
4260,"[-0.6017569899559021, 0.12554074823856354, 0.2111632227897644, 0.6666358113288879, 0.12319613248109818, -2.5703694820404053, 1.4093481302261353, -0.3107816278934479, -0.5138745307922363, 0.771564245223999]"
4270,"[-1.548009991645813, 0.2666527330875397, -0.9552696943283081, 1.2841870784759521, -0.8114970922470093, -2.0348212718963623, 2.091360092163086, 0.6177599430084229, -0.5407630205154419, 1.2544465065002441]"
4280,"[-1.5889874696731567, 1.0656089782714844, -0.015393811278045177, 1.037420630455017, -0.9169378280639648, -1.8243767023086548, 1.7574546337127686, 0.5582771301269531, -0.8933779001235962, 0.904458224773407]"
4290,"[-1.3279001712799072, -0.5211979746818542, 0.10799556970596313, 0.10589489340782166, -1.2583333253860474, -2.4338419437408447, 2.575291872024536, 0.6534463167190552, 0.08488822728395462, 0.8184540271759033]"
