id,features
1722,"[-0.5185879468917847, -0.10558627545833588, 0.2132657915353775, 0.3896086812019348, -0.07694179564714432, -0.7641928791999817, 0.38821718096733093, -0.47685036063194275, 0.022596130147576332, 0.09645283967256546]"
1732,"[0.3470008075237274, 0.5866900682449341, 0.42014890909194946, -0.017078189179301262, 0.09975393116474152, -0.8039109110832214, 0.7152569890022278, -0.12471822649240494, -0.23444676399230957, 0.5349767208099365]"
1752,"[0.1398361623287201, 0.06968327611684799, -0.061735253781080246, 0.6777492761611938, -0.046663787215948105, -0.8730638027191162, 0.577603816986084, -0.3116522431373596, 0.13050056993961334, -0.573128879070282]"
1762,"[-0.711814284324646, 0.3749617040157318, -0.10949443280696869, 0.24286654591560364, -0.1297208070755005, -0.4914911985397339, 0.6405363082885742, -0.16755609214305878, -0.41784903407096863, -0.3900013864040375]"
1772,"[-0.7229363918304443, 0.30415526032447815, 0.1234099268913269, 0.9458948373794556, -0.14322981238365173, -0.10530775040388107, 0.42875927686691284, 0.2632925510406494, -0.5522395372390747, -0.2089478224515915]"
1782,"[0.8445249199867249, -0.7744276523590088, -0.5403473377227783, 0.8864662051200867, 0.36497852206230164, -0.8618240356445312, 1.0685808658599854, 0.26584213972091675, -0.837281346321106, -0.44778385758399963]"
1792,"[-0.32004234194755554, -0.2080712616443634, 0.10978828370571136, 0.45648205280303955, -0.009727558121085167, -0.7643715739250183, 0.6478422284126282, -0.11287082731723785, 0.14729800820350647, -0.36129671335220337]"
1812,"[-0.39041566848754883, -1.0749927759170532, 0.49938085675239563, -0.05027756094932556, 0.3040916919708252, -0.5085339546203613, 1.301734209060669, 1.5445858240127563, -0.6493409872055054, -0.6805555820465088]"
1822,"[-0.32240334153175354, 0.9341347813606262, -0.09295284003019333, 1.3061884641647339, 0.32728704810142517, 0.4617231786251068, 0.3244587481021881, 1.140601634979248, -0.023294510319828987, 1.2266279458999634]"
1832,"[-0.3649567663669586, 0.032927341759204865, -0.021281447261571884, 0.3940477967262268, -0.08938530087471008, -0.5786706209182739, 0.591365396976471, 0.2749197781085968, 0.04647265374660492, 0.28862664103507996]"
1842,"[-0.43938127160072327, -0.24797406792640686, 0.40746191143989563, 0.22157174348831177, -0.13094420731067657, -0.685696005821228, 0.6102630496025085, 0.0419633612036705, -0.11470180004835129, 0.08278204500675201]"
1852,"[-0.2042497992515564, -0.03792417049407959, -0.031755298376083374, 0.25558918714523315, -0.139439195394516, -0.27091532945632935, 0.262245774269104, -0.0039763362146914005, -0.019181465730071068, 0.19072385132312775]"
1862,"[-0.28005242347717285, 0.36434465646743774, -0.272095263004303, 0.2881351709365845, 0.09900913387537003, -0.6779126524925232, 0.39366278052330017, 0.15414488315582275, -0.1519448459148407, -0.5653014183044434]"
1872,"[-1.0884937047958374, -1.0453873872756958, 2.0996551513671875, -0.04664585366845131, 0.30517005920410156, -1.5123188495635986, -0.33511239290237427, -1.6339653730392456, 1.3838022947311401, -0.4678461253643036]"
1882,"[-0.07358813285827637, 0.07692308723926544, -0.12584052979946136, 0.8924139738082886, -0.06561314314603806, -0.5021561980247498, 0.4767223298549652, -0.41317880153656006, -0.24387837946414948, -0.37901484966278076]"
1892,"[-0.3685445487499237, -0.2899511456489563, 0.3607538938522339, 0.25308719277381897, 0.024519579485058784, -0.7666175961494446, 0.6968722939491272, -0.030421720817685127, 0.42554497718811035, -0.11668887734413147]"
1902,"[-0.2942798435688019, -0.06901712715625763, -0.5090259313583374, 0.36868441104888916, -0.0019159555668011308, 0.2343570590019226, 0.7699535489082336, 1.6494309902191162, -1.523430347442627, 0.9682654142379761]"
1912,"[-0.2619737386703491, 0.2744477689266205, 0.7515072226524353, 0.1813441962003708, -0.18787501752376556, -0.7259372472763062, 0.47015076875686646, -0.26693636178970337, -0.33202144503593445, 0.3497646450996399]"
1922,"[0.05240881070494652, 0.8992756009101868, 1.046356439590454, 1.1328507661819458, -0.43135562539100647, -0.7698351144790649, 0.2983880341053009, 0.6198018789291382, 0.23196282982826233, -0.2627063989639282]"
1932,"[-1.2234593629837036, 0.1853276789188385, 0.10094581544399261, 0.04299627244472504, 0.07862675935029984, -1.5031037330627441, -0.6117135882377625, 1.1330918073654175, -0.04352836310863495, -0.5185360312461853]"
1942,"[-0.35125815868377686, -0.16348108649253845, 1.0792567729949951, 0.2535877227783203, 0.07023043185472488, -0.8793206810951233, 0.44501644372940063, -0.1920136660337448, 0.011235542595386505, 0.23449169099330902]"
1952,"[-0.15779773890972137, 0.3876011371612549, 0.8511465191841125, -0.04447109252214432, -0.29865309596061707, -0.8391216397285461, 0.5593001246452332, 0.48155343532562256, -0.39758291840553284, 0.060115788131952286]"
1962,"[-0.3857215642929077, -0.1759912222623825, 0.6288127303123474, 0.49523937702178955, -0.23708747327327728, -0.7512126564979553, 0.5211455225944519, 0.5861338376998901, -0.010521598160266876, -0.07022202759981155]"
1972,"[-0.8564393520355225, 0.5236101150512695, -0.007975611835718155, -0.1471949964761734, 0.3776931166648865, -0.7597875595092773, -0.04389410838484764, 0.37092554569244385, -0.2331356257200241, -0.3281230032444]"
1982,"[-0.6840803623199463, 0.878821611404419, -0.23772181570529938, -0.20409823954105377, -0.23010499775409698, -0.9807080030441284, 0.340225487947464, 0.6797402501106262, -0.7536795735359192, -0.13020609319210052]"
1992,"[-0.674427330493927, 0.7293156385421753, -0.037018973380327225, -0.0567769892513752, 0.3369930684566498, -0.5041213035583496, 0.587188720703125, 0.3735882043838501, -0.11035392433404922, -0.5402830243110657]"
2002,"[-0.6536459922790527, -0.046514227986335754, -0.058021605014801025, 0.502616822719574, -0.06781557947397232, -0.5111631751060486, 0.5040335655212402, -0.32524049282073975, 0.1802537888288498, 0.22493933141231537]"
2012,"[-0.7897501587867737, 0.09636560827493668, 0.22971902787685394, 0.4463876485824585, 0.10096888989210129, -0.7474606037139893, 0.21434420347213745, -0.13957685232162476, -0.2381277084350586, -0.07311442494392395]"
2022,"[0.4563307762145996, 0.97017502784729, 0.8527601361274719, 0.28064796328544617, 0.2973150610923767, -0.7966303825378418, 0.5921745896339417, 0.02796020172536373, -0.12605246901512146, 0.39670446515083313]"
2032,"[-0.19518716633319855, 0.07494564354419708, 0.47313767671585083, 1.0567024946212769, 1.1459324359893799, -1.12296462059021, -0.5971807241439819, 0.2038421481847763, -0.34781894087791443, 0.18720175325870514]"
2042,"[-0.7941672801971436, 0.5407588481903076, 0.2998492419719696, 0.8232473134994507, 0.2425173670053482, -0.45196300745010376, 0.1752326339483261, 0.012784510850906372, 0.42213746905326843, -0.06962642073631287]"
2052,"[0.16753780841827393, 0.36721232533454895, 0.21648164093494415, 1.297932505607605, 0.20174629986286163, -0.3337951898574829, 0.7919425964355469, 0.1334192007780075, -0.3598692715167999, -0.20633994042873383]"
2062,"[-0.6016009449958801, -0.5057017803192139, 1.1554394960403442, -0.002315353602170944, 0.8577353358268738, -0.5721242427825928, 0.36728939414024353, 0.3166218400001526, -0.7420642971992493, -0.13623322546482086]"
2072,"[-0.9176912307739258, -0.19340786337852478, 0.3227478861808777, -0.42519116401672363, 0.5732618570327759, -0.9240649342536926, 0.43074116110801697, -0.28543534874916077, -0.373561292886734, -0.3599696755409241]"
2082,"[-0.6580079197883606, 0.08370433002710342, 0.17785055935382843, 0.7089632153511047, 0.054989609867334366, -0.6408160924911499, 0.20325158536434174, 0.12774403393268585, 0.028659863397479057, -0.21998539566993713]"
2092,"[-0.7452509999275208, 0.48357316851615906, 0.1776139736175537, 0.6744842529296875, 0.046580344438552856, -0.45414191484451294, 0.07950220257043839, 0.1043984666466713, -0.30094149708747864, -0.20234929025173187]"
2102,"[-0.5316202640533447, 0.6862747669219971, 0.5475299954414368, 0.5209265947341919, 0.27970370650291443, -1.0662298202514648, -0.39543619751930237, 0.25690022110939026, -0.4050920009613037, 0.18841621279716492]"
2112,"[0.16333484649658203, -0.3187706172466278, 0.4943442940711975, 0.47956937551498413, 0.2309277355670929, -0.7724024057388306, 0.7248002886772156, 0.8253679871559143, -0.13155733048915863, -0.05660898983478546]"
2122,"[-0.43597522377967834, 1.0725666284561157, -0.27057400345802307, 0.025647062808275223, 0.594003438949585, -1.040671706199646, 0.11789093166589737, 0.3955993354320526, 0.4676254689693451, -0.172080397605896]"
2132,"[-0.2581910192966461, 0.41400355100631714, 1.171648383140564, -0.13941480219364166, 0.28587666153907776, -0.9946368932723999, 0.449788898229599, 0.1772487461566925, -0.2737100422382355, 0.06835978478193283]"
2142,"[-0.4147685468196869, 0.40579280257225037, 0.3957241475582123, 0.8987769484519958, 0.0450858436524868, -0.759190022945404, -0.014864846132695675, 0.24832019209861755, 0.29731592535972595, -0.11492665857076645]"
2152,"[-0.3121487498283386, 0.468892365694046, 0.5286750197410583, 1.405896544456482, 0.5692777633666992, -0.17646019160747528, -0.15586990118026733, -0.30578699707984924, 0.008811093866825104, 0.3282099664211273]"
2162,"[-0.4603622853755951, 0.06838373839855194, 0.37872645258903503, 0.5815970301628113, 0.4218344986438751, -0.6559954285621643, 0.2497691810131073, 0.18803878128528595, -0.20956771075725555, -0.6368332505226135]"
2172,"[-0.7301728129386902, -0.7684242725372314, 0.33897191286087036, -0.013822052627801895, -0.05125634744763374, -0.8182054162025452, -0.3581489622592926, 0.6512866616249084, -0.07651714980602264, 0.23960113525390625]"
2182,"[-1.0568885803222656, 0.45385488867759705, 0.7886332869529724, -0.7515246272087097, -0.27988940477371216, -1.329487919807434, 0.16189812123775482, -0.14369581639766693, 0.5746009349822998, -0.3404406011104584]"
2192,"[0.6700671911239624, -0.8360140323638916, 3.692772388458252, 1.2371039390563965, -0.09577744454145432, -0.655834972858429, -0.07986561954021454, -0.05163964256644249, -1.0074363946914673, -1.1671991348266602]"
2202,"[-0.08475636690855026, -0.28530165553092957, 0.6010750532150269, 0.2295038104057312, 0.13233864307403564, -1.2224054336547852, 0.22738870978355408, 0.02477533370256424, -0.5900241732597351, -0.06412219256162643]"
2212,"[-0.21279333531856537, -0.20313246548175812, 0.9970600008964539, 0.1303592324256897, 0.11946693062782288, -1.489933729171753, -0.2257567197084427, -0.4802384376525879, -0.22849275171756744, -0.17456629872322083]"
2232,"[-0.7411240935325623, 0.16527950763702393, 0.34406107664108276, -0.3331465721130371, 0.6647159457206726, -0.850469172000885, 0.3385486900806427, 0.11382060497999191, -0.5911156535148621, 0.16549983620643616]"
2242,"[-1.0505162477493286, -0.31170469522476196, 0.6134940981864929, 0.8645005822181702, 0.670235276222229, -0.4373047351837158, 0.1757085770368576, 0.26130080223083496, -0.7551119327545166, -0.6202461123466492]"
2252,"[-0.1828450858592987, -0.33272626996040344, 0.43766525387763977, 0.3550744950771332, 0.3330666422843933, -0.7264552712440491, 0.7726441621780396, 0.37174323201179504, -0.11808502674102783, -0.3979300558567047]"
2262,"[-0.19208326935768127, 0.45935338735580444, 0.22333908081054688, 0.5581681132316589, -0.03276379778981209, -0.5265567302703857, 0.6317117214202881, 0.6015673875808716, 0.5229969024658203, 0.25602149963378906]"
2272,"[0.08131129294633865, -0.4641149342060089, 0.8239193558692932, 0.4647364914417267, 0.6829835176467896, -1.196090817451477, 0.37501275539398193, 0.09912092983722687, -0.06715771555900574, -0.3283800780773163]"
2282,"[-0.5046563744544983, 0.265386164188385, 0.5650175213813782, -0.06176748126745224, 0.5912469625473022, -0.3456011414527893, 0.6106870174407959, 0.21735559403896332, -0.7642680406570435, 0.6582488417625427]"
2292,"[1.0801842212677002, 0.49725350737571716, -0.3300994336605072, 0.6610698103904724, 1.5394325256347656, -0.9173091053962708, -0.013181337155401707, 0.20090551674365997, -0.014215667732059956, 1.4926753044128418]"
2302,"[-0.6332935094833374, 0.045375898480415344, 0.42846187949180603, 0.3854290246963501, -0.25362616777420044, -0.6804736256599426, 0.5162289142608643, 0.15787610411643982, -0.008949014358222485, 0.14747633039951324]"
2312,"[-0.15166865289211273, 0.21837343275547028, 0.6174953579902649, 0.6048551797866821, -0.02746097929775715, -0.7259597778320312, 0.4250165820121765, 0.6122161746025085, -0.06555091589689255, 0.2754032015800476]"
2322,"[0.07855550944805145, 0.15359485149383545, 0.2555215060710907, 0.9057310223579407, -0.055751558393239975, -0.47632312774658203, 0.7474921941757202, -0.6024325489997864, -0.23057031631469727, -0.21847692131996155]"
2332,"[0.5439497828483582, 0.6898527145385742, 0.5310670733451843, 1.264596939086914, 1.5249707698822021, -1.3005496263504028, 0.3840080499649048, 0.3377179503440857, 0.8735741972923279, -0.3161349594593048]"
2342,"[0.3491706848144531, -1.2224894762039185, 0.11616623401641846, 0.3145154118537903, 0.7253820300102234, -1.3139079809188843, 0.03315233811736107, -1.2450698614120483, -3.0059380531311035, -0.4979376792907715]"
2352,"[-0.18078464269638062, -0.2542220950126648, 0.6176362037658691, 0.39573317766189575, -0.030498700216412544, -1.0078306198120117, 0.26272132992744446, 0.4786914587020874, -0.15106385946273804, 0.03566204756498337]"
2362,"[-1.0963647365570068, 0.5633990168571472, 1.1318092346191406, -1.4374854564666748, -0.2252519428730011, 0.18479463458061218, 1.4939647912979126, -0.48581162095069885, -0.5507203936576843, -0.29165059328079224]"
2372,"[-0.5670243501663208, 0.38353443145751953, -0.10902681946754456, 0.433606892824173, 0.6639777421951294, -1.060275912284851, -0.13312353193759918, -0.5031980276107788, 0.21141836047172546, 0.2106124609708786]"
2382,"[-0.48401734232902527, 0.7479525804519653, 0.06684734672307968, 0.45522522926330566, 0.16891400516033173, -0.31364497542381287, 0.500644326210022, -0.22533178329467773, 0.08387796580791473, -0.31272172927856445]"
2392,"[-0.5368704199790955, 0.11510777473449707, 0.24675050377845764, 0.71727055311203, 0.30426928400993347, -0.31397607922554016, 0.4784933924674988, 0.028014209121465683, 0.25832486152648926, -0.2857813239097595]"
2402,"[-0.3497999608516693, 0.383611261844635, -0.6861678957939148, 0.42587798833847046, -0.281820684671402, -0.7298986911773682, 0.3859955072402954, 0.23920097947120667, 0.28663113713264465, 0.01715284027159214]"
2412,"[-0.12274392694234848, 0.48649460077285767, -0.17842623591423035, 0.6653171181678772, 0.10498455166816711, -0.7710942625999451, 0.20374555885791779, 0.1066441610455513, 0.36381638050079346, -0.4606199860572815]"
2422,"[-0.47522082924842834, 0.15865027904510498, 0.14083723723888397, 0.6307177543640137, 0.4071636199951172, -0.5580030679702759, 0.17729872465133667, -0.19585926830768585, 0.0861470177769661, -0.21050868928432465]"
2432,"[-0.5979176759719849, 0.03525535762310028, 0.623288631439209, 0.8067978024482727, 0.31259143352508545, -0.14839264750480652, 0.8062348961830139, 0.7184343934059143, 0.36990436911582947, -0.10593445599079132]"
2442,"[-0.25988277792930603, -0.10406907647848129, 0.8261041641235352, 0.0924721360206604, 0.5668210983276367, -0.9985623955726624, 0.34633123874664307, 0.9660338163375854, -0.1553337723016739, -0.0600430928170681]"
2452,"[0.5201099514961243, 1.1940876245498657, 0.5226370096206665, 0.6281167268753052, 0.5753387808799744, -0.7591474056243896, 1.0617923736572266, 0.5580011010169983, 0.4654701054096222, -1.0927684307098389]"
2462,"[0.27214476466178894, 0.6009805202484131, -0.05223957821726799, 0.48361337184906006, 0.7090649604797363, -0.9019166231155396, 0.15914592146873474, -0.3487894535064697, 0.19496303796768188, -0.2955840528011322]"
2472,"[-0.2741832435131073, 0.38951072096824646, -0.08567587286233902, 0.42363592982292175, -0.2767733335494995, -0.8033222556114197, 0.3493000268936157, 0.3749178647994995, -0.18493017554283142, -0.30195772647857666]"
2482,"[0.26078033447265625, -0.1903497725725174, 1.3311433792114258, 0.3072443902492523, 0.4984375238418579, -1.2108911275863647, 0.43781670928001404, -0.5988103151321411, 0.4761431813240051, -0.044169165194034576]"
2492,"[-0.06212345510721207, -0.01239160168915987, 0.358240008354187, 0.3932328224182129, -0.0018753292970359325, -0.5086140632629395, 0.9208765029907227, -0.15980443358421326, -0.24801196157932281, -0.19928300380706787]"
2502,"[-0.2665422558784485, 0.4280249774456024, 0.17158819735050201, 0.07664106786251068, 0.04879717901349068, -0.6504573225975037, 0.8022629618644714, 0.03867194429039955, -0.26415905356407166, 0.4136030375957489]"
2512,"[-1.8055006265640259, 0.7129495739936829, 1.4713053703308105, -0.41778597235679626, 0.45082542300224304, -1.2119027376174927, -0.12052522599697113, -1.4698289632797241, -1.589968204498291, -0.9189138412475586]"
2522,"[-0.38342714309692383, 0.9331011176109314, -0.1047404333949089, 0.7312710285186768, 0.14746814966201782, -0.2979264259338379, 0.4751144051551819, 0.38085001707077026, 0.40398094058036804, 0.3098389804363251]"
2532,"[-0.16455282270908356, 0.8201775550842285, -0.0018506220076233149, 0.23069874942302704, -0.015019756741821766, -1.2868136167526245, 0.0641067698597908, 0.12724940478801727, 0.03716287389397621, -0.5784876346588135]"
2542,"[-0.3206748962402344, 0.13659827411174774, 0.3316909968852997, -0.17925383150577545, 0.22068031132221222, -0.6331966519355774, 0.7486919164657593, -0.032066117972135544, -0.13684676587581635, 0.7193822264671326]"
2552,"[-1.9603002071380615, 0.6676676273345947, -0.0958632305264473, -0.8684757351875305, 0.02395024523139, -0.023777930065989494, 0.9920552372932434, 0.8195689916610718, 0.49143654108047485, -0.39093467593193054]"
2562,"[-2.3743348121643066, 1.8757662773132324, 0.8925034999847412, 0.18346856534481049, 0.05616470053792, 0.2702377438545227, 0.9870437383651733, -0.291172593832016, -0.3280036449432373, 0.7474367022514343]"
2572,"[-0.8444947600364685, -0.12360970675945282, 0.30034562945365906, 0.21130311489105225, 0.4038393497467041, -0.3889138996601105, 0.6168528199195862, 0.12479446083307266, -0.11637807637453079, 0.40862831473350525]"
2582,"[-0.20573744177818298, 0.6104139089584351, 0.304021954536438, 0.4841943085193634, -0.050233617424964905, -0.14370940625667572, 1.1522852182388306, -0.4735572934150696, -0.0064256684854626656, 0.16751040518283844]"
2592,"[-0.2808667719364166, 0.05626989156007767, -0.02221335470676422, 0.17142470180988312, 0.13379083573818207, -0.6121659874916077, 0.4776187539100647, 0.02096158266067505, -0.0024623742792755365, 0.33687877655029297]"
2602,"[1.3088651895523071, 1.5249102115631104, 2.187533378601074, -1.453972339630127, 0.9620052576065063, -0.249768927693367, 1.8049800395965576, 0.6635637879371643, 0.022015521302819252, 0.08809144049882889]"
2612,"[-0.9795892834663391, -0.009266989305615425, 0.7746832370758057, -0.17797470092773438, -0.311389684677124, -0.8072836399078369, 0.7398820519447327, 0.036741603165864944, -0.05301138386130333, -0.176955446600914]"
2622,"[-0.5349615216255188, -0.13779579102993011, 0.6848926544189453, 0.4834223985671997, 0.451452374458313, -0.38634708523750305, 0.35721665620803833, 0.33224043250083923, -0.5864447951316833, 0.3338918387889862]"
2632,"[-0.4313875436782837, 2.4255905151367188, 0.5744009017944336, 0.032094258815050125, 1.0822744369506836, -0.4385538399219513, 0.25543203949928284, 0.4914318025112152, -0.6947730183601379, 1.1794997453689575]"
2642,"[-0.4411476254463196, 0.2925485074520111, 0.16679953038692474, 0.6110193729400635, 0.29630619287490845, -0.5733235478401184, 0.3651309311389923, 0.11157817393541336, 0.1733458787202835, -0.2615179717540741]"
2652,"[-0.7375518083572388, 0.44283145666122437, 0.2337532341480255, -0.6876112222671509, 0.7103226184844971, -1.218544363975525, 0.2952551543712616, 0.21547020971775055, -0.8103504776954651, -0.2889196574687958]"
2662,"[-0.3772563636302948, 0.18145142495632172, 0.4814436733722687, 0.39347708225250244, -0.27013349533081055, -1.0706619024276733, 0.3189822733402252, 0.10153214633464813, -0.5593886375427246, -0.47800952196121216]"
2672,"[-0.3066953122615814, -0.19835931062698364, 0.3665166199207306, 0.35903656482696533, 0.1689929962158203, -0.6137232780456543, 0.6340512037277222, -0.26728349924087524, -0.28373056650161743, -0.027145257219672203]"
2682,"[-0.7202563285827637, -0.3481990396976471, 0.6028171181678772, 0.1997014880180359, 0.03851039707660675, -0.8597173094749451, 0.4455377161502838, -0.2818842828273773, -1.1785058975219727, -0.19561411440372467]"
2692,"[-0.5221205353736877, 0.1474275290966034, 0.6777183413505554, -0.11027435213327408, 0.35478177666664124, -0.7544283270835876, 0.6515671610832214, 0.2824314832687378, -0.4150122106075287, 0.44146034121513367]"
2702,"[0.11593066900968552, 0.710887610912323, 0.6751130819320679, 0.22219128906726837, 0.30285343527793884, -0.8107285499572754, 0.5087510347366333, 0.20707760751247406, 0.013118397444486618, 0.022854983806610107]"
2712,"[0.2719416916370392, 0.2454417198896408, 0.5080671906471252, -0.47672373056411743, -0.060866549611091614, -1.046807050704956, 0.7622858285903931, 0.24137191474437714, -0.18357281386852264, -0.3329032361507416]"
2722,"[-0.8136749267578125, -0.05013272166252136, -0.16447637975215912, 0.09789444506168365, 0.02656535431742668, -0.5041595697402954, 0.6522132158279419, 0.048558562994003296, -0.19828470051288605, -0.2052917182445526]"
2732,"[-0.9734264016151428, 0.03574778884649277, 1.2596968412399292, -0.31510987877845764, 0.3342399299144745, -1.1648027896881104, 0.11456415057182312, -0.10449276864528656, -0.2149568349123001, -0.24677802622318268]"
2742,"[-0.2042497992515564, -0.03792417049407959, -0.031755298376083374, 0.25558918714523315, -0.139439195394516, -0.27091532945632935, 0.262245774269104, -0.0039763362146914005, -0.019181465730071068, 0.19072385132312775]"
2752,"[-1.0603042840957642, 0.2961977422237396, 0.6730282306671143, 0.3382888734340668, -0.10418651252985, -0.36202582716941833, 0.6477785110473633, 0.11780004948377609, -0.2132139354944229, -0.49472084641456604]"
2762,"[-0.4848339259624481, -0.17962102591991425, 0.2652919888496399, 0.3822028934955597, -0.09133484959602356, -0.8102419972419739, 0.507030189037323, 0.16462929546833038, -0.09845083951950073, 0.581804633140564]"
2772,"[-0.18806712329387665, 0.3428628146648407, 0.3021189570426941, 0.1869155764579773, 0.8863630890846252, -0.4476945400238037, 0.9206371903419495, 0.1746203750371933, -0.237368643283844, 0.19814933836460114]"
2782,"[-0.20489825308322906, 0.8911059498786926, 0.29966744780540466, 0.3320433795452118, 0.08812110126018524, -1.0573726892471313, 0.23263268172740936, 0.4190012812614441, -0.540772020816803, -0.39737170934677124]"
2792,"[-0.6502038836479187, 1.0235342979431152, 0.04778902977705002, 0.254751592874527, 0.25603610277175903, -0.5706534385681152, 0.26213303208351135, -0.22383782267570496, 0.08037097007036209, 0.5326004028320312]"
2802,"[-0.18432514369487762, 0.09106523543596268, 0.35475385189056396, 0.4716408848762512, 0.2282646894454956, -1.0226820707321167, 0.02160901390016079, -0.16744112968444824, 0.08069225400686264, 0.06419280916452408]"
2812,"[-0.3366726338863373, -0.3708968460559845, 0.5434024333953857, 0.9686502814292908, -0.522651731967926, -0.4886339604854584, 0.7426213622093201, -0.2741757035255432, 0.08439712226390839, -0.4922926127910614]"
2822,"[-0.2955401837825775, -0.22778676450252533, 0.1770256906747818, 0.46050959825515747, 0.4383397400379181, -1.0257704257965088, 0.38655051589012146, -0.11693205684423447, 0.2211487740278244, -0.4356858730316162]"
2842,"[-0.20807470381259918, -0.7340161800384521, 0.636297345161438, 0.06497606635093689, 1.000861406326294, -1.216064691543579, 0.16584154963493347, -0.12858395278453827, -0.37381982803344727, 0.08241665363311768]"
2852,"[-0.32161396741867065, 0.03905816748738289, 0.5525427460670471, 0.41753995418548584, 0.04360322281718254, -0.8513573408126831, 0.39874663949012756, 0.25167208909988403, -0.04337319731712341, 0.20112906396389008]"
2862,"[-0.28920337557792664, 1.1357401609420776, -0.283967524766922, 0.02104487642645836, 0.9256723523139954, -1.0624314546585083, 0.08646097779273987, -0.878978967666626, 0.29293665289878845, 0.6306731700897217]"
2872,"[-0.1655731499195099, 0.1083914041519165, 0.13148832321166992, 0.23253105580806732, -0.0050787110812962055, -1.1473561525344849, 0.2785056233406067, 0.22603224217891693, -0.3934347629547119, -0.009870465844869614]"
2882,"[-0.1038590595126152, -1.0812686681747437, 0.5477331280708313, 0.5131292343139648, 0.41143932938575745, -0.5418611764907837, 0.895101010799408, 0.06269696354866028, -0.008455248549580574, -0.595474123954773]"
2892,"[0.4366598129272461, 0.057198960334062576, 0.14400368928909302, 1.0367621183395386, -0.39849725365638733, -1.4705051183700562, 0.6621546149253845, -2.903604507446289, -0.977171778678894, -2.2518603801727295]"
2902,"[-0.39755067229270935, 0.6025010347366333, -0.01756162941455841, 0.5461140871047974, 0.4063269793987274, -0.9018227458000183, -0.2910594940185547, 0.2402898222208023, -0.4748699367046356, -0.17462469637393951]"
2912,"[-0.2570539116859436, 0.3746885061264038, 0.991056501865387, -0.21960005164146423, 0.22411328554153442, -0.8144279718399048, 0.5570300817489624, -0.32960185408592224, -0.6488240957260132, 0.026407482102513313]"
2922,"[-0.00456587178632617, 0.3305031657218933, 0.2548195719718933, 0.31231027841567993, -0.47254014015197754, -0.900444746017456, 0.5620962381362915, -0.32430726289749146, 0.012716371566057205, 0.07760664075613022]"
2932,"[-0.2791213393211365, 0.05784075707197189, 1.163611888885498, -0.4566690921783447, 0.7633610963821411, -1.2654259204864502, 0.41023096442222595, 0.2827797830104828, -0.2818199694156647, -0.2621806263923645]"
2942,"[-0.7125046849250793, -0.160475492477417, 0.21646475791931152, 0.5818355083465576, 0.25790610909461975, -0.7887578010559082, 0.14434565603733063, 0.8125898241996765, 0.008047714829444885, -0.27417615056037903]"
2952,"[-0.019927334040403366, -0.31981414556503296, 0.8022828698158264, -0.24057349562644958, -0.1582283228635788, -1.0274004936218262, 0.5746549367904663, 0.187733456492424, -0.3316095471382141, -0.27399584650993347]"
2962,"[-0.101884625852108, -1.8098554611206055, 1.8739440441131592, 0.2572717070579529, -0.7781944870948792, -0.6759717464447021, 0.0667867362499237, -2.3367056846618652, -1.5536383390426636, -0.4328520596027374]"
2972,"[-0.09353417903184891, -0.25750356912612915, 0.7551518082618713, 0.2554488778114319, 0.7055449485778809, -1.0634382963180542, 0.06256416440010071, 1.2459259033203125, -1.1361682415008545, -0.0750664472579956]"
2982,"[0.140997514128685, 1.1337074041366577, -0.3589767813682556, 0.2682357728481293, 0.3093220889568329, -0.5908850431442261, 0.7666236162185669, 0.5328049659729004, 0.3394053876399994, -0.19742460548877716]"
2992,"[0.5838260650634766, 0.2597076892852783, 0.6440513730049133, 0.5903957486152649, 1.4570355415344238, -1.6703237295150757, -0.1263115257024765, 0.458149254322052, -0.6286980509757996, -1.4410697221755981]"
3002,"[-0.3834541141986847, 0.6463375687599182, 0.49099987745285034, -0.46978503465652466, -0.4094877243041992, -1.1726014614105225, -0.4338582456111908, 0.2853904366493225, -0.0774567723274231, 0.6604943871498108]"
3012,"[0.15668348968029022, 0.23324014246463776, 2.7747347354888916, 0.9479227662086487, -0.37030649185180664, 0.3825215697288513, 0.8926187753677368, 1.7836841344833374, 0.23314617574214935, 0.3204804062843323]"
3022,"[-0.5814423561096191, -0.015938127413392067, 0.9655353426933289, 0.1346919983625412, -0.06889025121927261, -1.0944875478744507, -0.012342121452093124, 0.06482083350419998, -0.550821840763092, 0.2269911766052246]"
3032,"[-0.0821477547287941, 0.5696998834609985, 0.02172226272523403, 0.2517874836921692, -0.18611657619476318, -1.0700304508209229, 0.4637349843978882, 0.14665502309799194, 0.043809182941913605, -0.09719116985797882]"
3042,"[-0.0983339473605156, 0.8316194415092468, 0.10710831731557846, 0.46327733993530273, -0.008155612275004387, -0.1914137750864029, 0.6576342582702637, 0.10460402816534042, 0.4271874725818634, -0.14183004200458527]"
3052,"[-0.21423274278640747, 0.10326436907052994, -0.04528295621275902, 0.2713273763656616, 0.49198421835899353, -0.6745887398719788, 0.623737096786499, 0.02712911181151867, -0.42544206976890564, 0.6230297684669495]"
3062,"[-0.13679544627666473, 0.15630772709846497, 0.44228559732437134, 0.39683830738067627, -0.7793428301811218, -0.9780160784721375, 0.47602951526641846, -0.2653971314430237, -0.08707445114850998, -0.23147723078727722]"
